0.0;[0, 64.292.065[
0.02;[0, 64.292.065[
0.03;[0, 64.292.065[
0.04;[0, 64.292.065[
0.6;[0, 64.292.065[
3.0;[0, 64.292.065[
4.0;[0, 64.292.065[
4.7;[0, 64.292.065[
5.0;[0, 64.292.065[
8.0;[0, 64.292.065[
9.0;[0, 64.292.065[
10.0;[0, 64.292.065[
11.0;[0, 64.292.065[
13.0;[0, 64.292.065[
14.6;[0, 64.292.065[
16.0;[0, 64.292.065[
17.0;[0, 64.292.065[
20.0;[0, 64.292.065[
20.1;[0, 64.292.065[
21.0;[0, 64.292.065[
23.0;[0, 64.292.065[
24.0;[0, 64.292.065[
25.0;[0, 64.292.065[
26.0;[0, 64.292.065[
30.0;[0, 64.292.065[
31.0;[0, 64.292.065[
32.0;[0, 64.292.065[
34.0;[0, 64.292.065[
35.0;[0, 64.292.065[
38.0;[0, 64.292.065[
39.0;[0, 64.292.065[
40.0;[0, 64.292.065[
42.0;[0, 64.292.065[
45.0;[0, 64.292.065[
48.0;[0, 64.292.065[
50.0;[0, 64.292.065[
51.0;[0, 64.292.065[
53.0;[0, 64.292.065[
54.0;[0, 64.292.065[
56.0;[0, 64.292.065[
56.2;[0, 64.292.065[
58.5;[0, 64.292.065[
59.0;[0, 64.292.065[
60.0;[0, 64.292.065[
61.0;[0, 64.292.065[
62.0;[0, 64.292.065[
64.0;[0, 64.292.065[
68.0;[0, 64.292.065[
69.0;[0, 64.292.065[
70.0;[0, 64.292.065[
71.0;[0, 64.292.065[
72.0;[0, 64.292.065[
74.0;[0, 64.292.065[
75.0;[0, 64.292.065[
76.0;[0, 64.292.065[
78.0;[0, 64.292.065[
79.0;[0, 64.292.065[
80.0;[0, 64.292.065[
83.5;[0, 64.292.065[
90.0;[0, 64.292.065[
91.0;[0, 64.292.065[
93.0;[0, 64.292.065[
96.0;[0, 64.292.065[
97.0;[0, 64.292.065[
99.0;[0, 64.292.065[
101.0;[0, 64.292.065[
101.5;[0, 64.292.065[
103.6;[0, 64.292.065[
104.0;[0, 64.292.065[
107.0;[0, 64.292.065[
108.7;[0, 64.292.065[
109.0;[0, 64.292.065[
112.0;[0, 64.292.065[
113.0;[0, 64.292.065[
114.0;[0, 64.292.065[
115.0;[0, 64.292.065[
116.0;[0, 64.292.065[
118.0;[0, 64.292.065[
120.0;[0, 64.292.065[
121.0;[0, 64.292.065[
124.0;[0, 64.292.065[
124.5;[0, 64.292.065[
127.0;[0, 64.292.065[
128.0;[0, 64.292.065[
132.0;[0, 64.292.065[
133.0;[0, 64.292.065[
135.0;[0, 64.292.065[
136.0;[0, 64.292.065[
138.0;[0, 64.292.065[
138.4;[0, 64.292.065[
140.0;[0, 64.292.065[
144.0;[0, 64.292.065[
14.65;[0, 64.292.065[
148.0;[0, 64.292.065[
149.0;[0, 64.292.065[
153.0;[0, 64.292.065[
154.0;[0, 64.292.065[
155.0;[0, 64.292.065[
155.3;[0, 64.292.065[
160.0;[0, 64.292.065[
161.0;[0, 64.292.065[
163.0;[0, 64.292.065[
164.5;[0, 64.292.065[
165.5;[0, 64.292.065[
166.0;[0, 64.292.065[
168.5;[0, 64.292.065[
171.0;[0, 64.292.065[
172.0;[0, 64.292.065[
174.1;[0, 64.292.065[
177.0;[0, 64.292.065[
179.0;[0, 64.292.065[
184.0;[0, 64.292.065[
185.0;[0, 64.292.065[
187.0;[0, 64.292.065[
190.0;[0, 64.292.065[
191.0;[0, 64.292.065[
192.0;[0, 64.292.065[
195.0;[0, 64.292.065[
196.0;[0, 64.292.065[
197.0;[0, 64.292.065[
198.0;[0, 64.292.065[
199.0;[0, 64.292.065[
200.0;[0, 64.292.065[
202.0;[0, 64.292.065[
202.5;[0, 64.292.065[
206.5;[0, 64.292.065[
210.0;[0, 64.292.065[
215.3;[0, 64.292.065[
217.0;[0, 64.292.065[
220.5;[0, 64.292.065[
221.0;[0, 64.292.065[
222.0;[0, 64.292.065[
223.0;[0, 64.292.065[
225.0;[0, 64.292.065[
226.0;[0, 64.292.065[
226.5;[0, 64.292.065[
226.8;[0, 64.292.065[
231.0;[0, 64.292.065[
232.0;[0, 64.292.065[
233.0;[0, 64.292.065[
234.0;[0, 64.292.065[
235.0;[0, 64.292.065[
236.0;[0, 64.292.065[
24.15;[0, 64.292.065[
247.0;[0, 64.292.065[
248.0;[0, 64.292.065[
248.5;[0, 64.292.065[
24.85;[0, 64.292.065[
249.0;[0, 64.292.065[
256.0;[0, 64.292.065[
261.0;[0, 64.292.065[
27.05;[0, 64.292.065[
271.0;[0, 64.292.065[
272.0;[0, 64.292.065[
276.5;[0, 64.292.065[
280.0;[0, 64.292.065[
293.0;[0, 64.292.065[
294.0;[0, 64.292.065[
294.5;[0, 64.292.065[
296.0;[0, 64.292.065[
298.0;[0, 64.292.065[
299.0;[0, 64.292.065[
303.0;[0, 64.292.065[
303.2;[0, 64.292.065[
307.0;[0, 64.292.065[
309.0;[0, 64.292.065[
311.0;[0, 64.292.065[
312.5;[0, 64.292.065[
319.0;[0, 64.292.065[
323.0;[0, 64.292.065[
332.0;[0, 64.292.065[
333.0;[0, 64.292.065[
336.0;[0, 64.292.065[
340.0;[0, 64.292.065[
358.0;[0, 64.292.065[
372.0;[0, 64.292.065[
389.0;[0, 64.292.065[
395.0;[0, 64.292.065[
398.0;[0, 64.292.065[
400.0;[0, 64.292.065[
401.0;[0, 64.292.065[
404.9;[0, 64.292.065[
442.0;[0, 64.292.065[
445.0;[0, 64.292.065[
466.0;[0, 64.292.065[
483.0;[0, 64.292.065[
486.5;[0, 64.292.065[
497.0;[0, 64.292.065[
498.0;[0, 64.292.065[
499.0;[0, 64.292.065[
500.0;[0, 64.292.065[
502.0;[0, 64.292.065[
