0.0;[0, 974434[
6.0;[0, 974434[
87.0;[0, 974434[
99.8;[0, 974434[
105.0;[0, 974434[
110.0;[0, 974434[
161.0;[0, 974434[
220.0;[0, 974434[
227.0;[0, 974434[
299.25;[0, 974434[
308.23;[0, 974434[
315.0;[0, 974434[
341.0;[0, 974434[
343.0;[0, 974434[
346.95;[0, 974434[
350.0;[0, 974434[
356.56;[0, 974434[
359.0;[0, 974434[
364.0;[0, 974434[
367.0;[0, 974434[
369.25;[0, 974434[
380.0;[0, 974434[
395.0;[0, 974434[
400.0;[0, 974434[
402.0;[0, 974434[
403.0;[0, 974434[
420.0;[0, 974434[
423.0;[0, 974434[
428.0;[0, 974434[
430.0;[0, 974434[
432.0;[0, 974434[
434.0;[0, 974434[
438.0;[0, 974434[
439.0;[0, 974434[
441.13;[0, 974434[
444.0;[0, 974434[
446.03;[0, 974434[
450.0;[0, 974434[
452.5;[0, 974434[
452.75;[0, 974434[
454.0;[0, 974434[
456.0;[0, 974434[
458.0;[0, 974434[
459.0;[0, 974434[
470.5;[0, 974434[
473.55;[0, 974434[
476.0;[0, 974434[
479.0;[0, 974434[
480.9;[0, 974434[
482.0;[0, 974434[
484.0;[0, 974434[
490.63;[0, 974434[
492.0;[0, 974434[
495.33;[0, 974434[
500.0;[0, 974434[
501.25;[0, 974434[
520.0;[0, 974434[
527.5;[0, 974434[
530.8;[0, 974434[
531.0;[0, 974434[
533.0;[0, 974434[
539.41;[0, 974434[
540.0;[0, 974434[
550.0;[0, 974434[
552.0;[0, 974434[
553.4;[0, 974434[
554.4;[0, 974434[
558.5;[0, 974434[
561.0;[0, 974434[
562.0;[0, 974434[
565.75;[0, 974434[
568.0;[0, 974434[
570.0;[0, 974434[
575.0;[0, 974434[
577.0;[0, 974434[
577.5;[0, 974434[
578.51;[0, 974434[
579.0;[0, 974434[
580.0;[0, 974434[
581.7;[0, 974434[
582.0;[0, 974434[
582.1;[0, 974434[
583.88;[0, 974434[
590.0;[0, 974434[
591.0;[0, 974434[
592.0;[0, 974434[
593.0;[0, 974434[
598.5;[0, 974434[
599.15;[0, 974434[
602.0;[0, 974434[
603.75;[0, 974434[
605.0;[0, 974434[
606.0;[0, 974434[
611.0;[0, 974434[
614.0;[0, 974434[
616.0;[0, 974434[
616.46;[0, 974434[
619.0;[0, 974434[
619.97;[0, 974434[
620.0;[0, 974434[
621.0;[0, 974434[
622.0;[0, 974434[
624.0;[0, 974434[
626.0;[0, 974434[
630.0;[0, 974434[
633.0;[0, 974434[
639.17;[0, 974434[
642.9;[0, 974434[
644.0;[0, 974434[
645.0;[0, 974434[
646.0;[0, 974434[
646.88;[0, 974434[
650.0;[0, 974434[
652.0;[0, 974434[
653.09;[0, 974434[
658.97;[0, 974434[
662.4;[0, 974434[
663.0;[0, 974434[
665.0;[0, 974434[
667.25;[0, 974434[
670.0;[0, 974434[
674.0;[0, 974434[
676.5;[0, 974434[
678.0;[0, 974434[
679.0;[0, 974434[
680.0;[0, 974434[
682.0;[0, 974434[
686.0;[0, 974434[
691.0;[0, 974434[
691.94;[0, 974434[
693.9;[0, 974434[
695.0;[0, 974434[
696.0;[0, 974434[
699.0;[0, 974434[
700.0;[0, 974434[
701.0;[0, 974434[
704.0;[0, 974434[
706.0;[0, 974434[
709.83;[0, 974434[
710.0;[0, 974434[
712.0;[0, 974434[
713.12;[0, 974434[
718.0;[0, 974434[
720.0;[0, 974434[
723.0;[0, 974434[
724.0;[0, 974434[
725.0;[0, 974434[
726.88;[0, 974434[
728.0;[0, 974434[
