AR;AR    *;AR   **;AR  ***;AR ****;AR*****;A******;*******
FC;FC    *;FC   **;FC  ***;FC ****;FC*****;F******;*******
INVALID;INVALI*;INVAL**;INVA***;INV****;IN*****;I******;*******
LA;LA    *;LA   **;LA  ***;LA ****;LA*****;L******;*******
NM;NM    *;NM   **;NM  ***;NM ****;NM*****;N******;*******
OK;OK    *;OK   **;OK  ***;OK ****;OK*****;O******;*******
TX;TX    *;TX   **;TX  ***;TX ****;TX*****;T******;*******
XX;XX    *;XX   **;XX  ***;XX ****;XX*****;X******;*******
ZZ;ZZ    *;ZZ   **;ZZ  ***;ZZ ****;ZZ*****;Z******;*******
