2012Q4;2012Q4-2013Q2;*
2013Q1;2012Q4-2013Q2;*
2013Q2;2012Q4-2013Q2;*
2013Q3;2013Q3-2013Q4;*
2013Q4;2013Q3-2013Q4;*
